latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
-33.848858,151.19551,86.0,36000,Australia/Sydney,GMT+10

time,precipitation_sum (mm),wind_gusts_10m_max (km/h),wind_speed_10m_max (km/h),wind_direction_10m_dominant (°)
2016-01-01,0.00,34.9,15.5,69
2016-01-02,0.00,35.3,13.7,134
2016-01-03,1.30,40.7,18.4,148
2016-01-04,15.60,34.2,18.2,116
2016-01-05,52.30,40.7,21.8,127
2016-01-06,41.20,44.6,23.7,175
2016-01-07,0.70,56.5,26.2,199
2016-01-08,0.00,39.6,13.6,117
2016-01-09,0.00,32.0,14.2,64
2016-01-10,0.00,39.2,18.4,50
2016-01-11,1.30,28.1,10.9,22
2016-01-12,0.60,53.6,23.5,171
2016-01-13,0.00,33.5,15.1,61
2016-01-14,6.50,56.5,27.9,209
2016-01-15,18.00,60.8,28.2,179
2016-01-16,0.70,42.1,18.5,160
2016-01-17,0.00,28.1,12.4,155
2016-01-18,0.00,30.6,14.0,49
2016-01-19,0.00,32.4,14.0,24
2016-01-20,0.00,30.2,13.4,342
2016-01-21,14.80,36.0,15.4,346
2016-01-22,13.00,34.6,13.1,21
2016-01-23,4.90,45.0,19.9,186
2016-01-24,0.20,28.1,11.8,141
2016-01-25,1.80,37.1,16.7,93
2016-01-26,4.70,36.7,17.0,85
2016-01-27,2.30,33.1,17.2,50
2016-01-28,0.10,24.5,11.7,37
2016-01-29,8.00,41.0,11.8,48
2016-01-30,10.60,43.9,18.7,119
2016-01-31,0.00,43.2,20.6,299
2016-02-01,2.50,34.9,13.1,242
2016-02-02,0.00,35.3,14.5,171
2016-02-03,0.00,38.2,17.7,103
2016-02-04,1.30,61.2,31.4,183
2016-02-05,0.40,58.7,26.9,166
2016-02-06,1.40,43.9,17.3,141
2016-02-07,0.40,30.6,12.0,140
2016-02-08,0.00,31.0,11.8,165
2016-02-09,1.20,40.7,18.1,155
2016-02-10,0.00,37.1,16.9,38
2016-02-11,0.00,35.3,15.3,75
2016-02-12,1.00,36.0,15.2,65
2016-02-13,0.00,35.6,16.6,33
2016-02-14,0.90,43.2,21.1,143
2016-02-15,0.40,31.3,14.1,149
2016-02-16,0.50,54.0,22.2,169
2016-02-17,0.70,30.6,15.2,156
2016-02-18,0.00,37.4,17.1,83
2016-02-19,0.00,36.4,17.2,33
2016-02-20,1.10,47.9,18.8,172
2016-02-21,1.10,37.8,14.8,131
2016-02-22,0.00,36.7,17.4,48
2016-02-23,0.00,35.6,16.4,44
2016-02-24,0.00,40.7,18.1,41
2016-02-25,0.00,29.9,13.8,23
2016-02-26,0.00,50.0,27.1,157
2016-02-27,1.90,42.8,15.9,115
2016-02-28,0.00,37.8,16.2,101
2016-02-29,0.70,34.6,13.4,131
2016-03-01,0.70,36.0,17.1,61
2016-03-02,0.00,39.6,18.8,38
2016-03-03,0.00,43.2,20.3,52
2016-03-04,0.00,41.8,18.5,53
2016-03-05,0.00,37.8,17.4,50
2016-03-06,0.00,45.7,20.9,52
2016-03-07,0.00,39.6,18.4,66
2016-03-08,0.00,41.0,18.4,66
2016-03-09,0.00,35.3,15.9,40
2016-03-10,0.00,34.2,16.5,126
2016-03-11,0.40,40.3,10.7,61
2016-03-12,0.00,36.7,17.4,67
2016-03-13,0.00,36.0,16.5,60
2016-03-14,4.20,37.4,16.1,168
2016-03-15,2.70,45.0,19.9,173
2016-03-16,3.80,41.0,17.2,162
2016-03-17,1.10,31.3,12.8,77
2016-03-18,3.90,64.8,24.1,320
2016-03-19,0.00,40.0,19.4,201
2016-03-20,3.50,42.5,18.8,183
2016-03-21,4.80,42.8,17.2,188
2016-03-22,0.30,44.3,20.7,200
2016-03-23,0.00,29.5,13.2,215
2016-03-24,0.00,36.4,17.0,42
2016-03-25,0.00,23.4,13.2,302
2016-03-26,0.00,35.3,17.0,112
2016-03-27,2.20,32.4,15.5,121
2016-03-28,1.50,27.4,11.9,156
2016-03-29,2.50,32.4,14.5,196
2016-03-30,2.60,36.0,15.5,273
2016-03-31,0.00,32.8,14.0,207
2016-04-01,0.00,31.3,15.9,17
2016-04-02,0.00,23.0,10.1,251
2016-04-03,3.20,34.9,15.3,150
2016-04-04,4.50,32.0,11.2,127
2016-04-05,0.00,40.7,20.2,31
2016-04-06,0.00,37.1,15.7,348
2016-04-07,0.00,42.5,20.1,160
2016-04-08,0.60,23.8,12.8,19
2016-04-09,0.00,28.8,13.1,184
2016-04-10,0.00,18.4,7.6,297
2016-04-11,0.00,34.9,16.3,179
2016-04-12,1.50,32.8,13.4,164
2016-04-13,0.50,27.4,11.0,150
2016-04-14,0.80,29.9,13.4,49
2016-04-15,0.00,34.9,14.8,17
2016-04-16,0.00,18.4,11.2,60
2016-04-17,11.30,37.8,17.0,179
2016-04-18,0.90,28.4,13.9,188
2016-04-19,1.10,22.0,10.2,188
2016-04-20,0.00,22.3,10.9,63
2016-04-21,0.00,24.8,12.2,14
2016-04-22,2.90,38.2,15.9,206
2016-04-23,3.40,58.3,25.5,199
2016-04-24,1.50,41.8,16.3,165
2016-04-25,0.00,19.8,9.1,139
2016-04-26,0.00,26.6,11.4,95
2016-04-27,0.00,32.0,15.4,17
2016-04-28,0.00,23.8,11.9,12
2016-04-29,0.00,27.7,12.7,17
2016-04-30,0.90,29.9,11.3,350
2016-05-01,0.90,51.5,21.5,323
2016-05-02,0.00,32.8,10.4,298
2016-05-03,0.00,37.8,17.8,318
2016-05-04,0.00,25.9,14.2,304
2016-05-05,0.00,23.8,10.8,351
2016-05-06,0.00,18.4,7.9,333
2016-05-07,0.00,24.8,11.3,36
2016-05-08,1.20,18.0,6.4,4
2016-05-09,5.40,52.9,21.6,0
2016-05-10,0.00,60.8,29.1,307
2016-05-11,0.00,33.5,16.6,293
2016-05-12,0.00,43.6,19.1,312
2016-05-13,0.00,19.1,9.6,309
2016-05-14,0.00,19.4,10.8,322
2016-05-15,0.00,29.2,13.5,315
2016-05-16,0.00,25.2,13.4,354
2016-05-17,0.00,30.2,13.4,302
2016-05-18,0.00,25.9,13.4,277
2016-05-19,0.00,32.8,16.3,296
2016-05-20,0.00,25.2,10.4,209
2016-05-21,0.00,18.0,8.5,41
2016-05-22,0.00,21.2,10.2,357
2016-05-23,0.00,47.2,21.6,285
2016-05-24,0.00,35.6,15.1,265
2016-05-25,0.00,28.1,13.1,290
2016-05-26,3.90,45.4,19.8,327
2016-05-27,0.00,51.8,26.1,268
2016-05-28,0.20,46.8,15.0,279
2016-05-29,0.00,30.2,14.2,255
2016-05-30,0.00,22.7,8.9,239
2016-05-31,5.30,24.1,10.2,205
2016-06-01,3.90,23.4,7.4,210
2016-06-02,2.00,23.8,10.6,191
2016-06-03,0.50,19.1,9.3,180
2016-06-04,38.80,70.6,32.6,52
2016-06-05,85.60,92.5,29.9,87
2016-06-06,6.90,46.8,23.5,278
2016-06-07,0.10,38.2,16.1,301
2016-06-08,0.00,31.3,14.2,309
2016-06-09,4.30,46.8,22.6,325
2016-06-10,0.00,34.6,12.2,295
2016-06-11,0.00,37.1,14.8,274
2016-06-12,0.00,27.0,12.9,234
2016-06-13,0.00,16.2,8.1,310
2016-06-14,0.00,17.6,8.7,277
2016-06-15,0.00,18.4,9.4,260
2016-06-16,0.00,24.5,11.5,329
2016-06-17,0.20,33.1,16.3,350
2016-06-18,8.90,19.4,8.4,291
2016-06-19,28.00,41.0,20.5,125
2016-06-20,1.10,49.0,24.6,314
2016-06-21,0.00,45.4,25.4,311
2016-06-22,0.10,49.0,22.4,298
2016-06-23,0.00,41.4,15.6,338
2016-06-24,0.00,58.7,27.0,289
2016-06-25,0.00,48.6,22.5,248
2016-06-26,0.00,19.1,10.8,289
2016-06-27,5.10,34.9,17.9,263
2016-06-28,0.00,37.4,17.6,240
2016-06-29,0.00,18.4,9.2,282
2016-06-30,0.00,36.0,14.7,330
2016-07-01,0.30,54.0,21.3,276
2016-07-02,0.00,29.5,13.9,254
2016-07-03,0.00,16.2,8.7,310
2016-07-04,0.00,20.9,8.7,331
2016-07-05,8.10,35.6,18.2,305
2016-07-06,0.90,64.4,27.0,274
2016-07-07,2.10,54.0,26.0,211
2016-07-08,19.60,27.0,12.2,220
2016-07-09,0.00,28.1,11.2,216
2016-07-10,0.10,21.6,10.0,1
2016-07-11,0.10,51.8,21.3,342
2016-07-12,0.00,52.6,23.3,316
2016-07-13,0.00,66.6,32.2,280
2016-07-14,0.00,22.3,11.9,279
2016-07-15,0.00,19.1,8.2,282
2016-07-16,0.00,17.3,8.4,225
2016-07-17,0.00,16.9,7.2,304
2016-07-18,0.00,22.7,12.0,317
2016-07-19,0.00,18.4,8.6,327
2016-07-20,31.10,24.1,14.8,219
2016-07-21,0.00,25.9,14.1,248
2016-07-22,0.00,52.9,25.0,332
2016-07-23,0.00,65.9,27.9,280
2016-07-24,0.00,25.9,13.7,297
2016-07-25,0.00,51.1,21.6,309
2016-07-26,0.00,26.6,14.1,332
2016-07-27,0.00,53.6,24.7,296
2016-07-28,0.00,22.3,9.8,279
2016-07-29,0.00,18.0,10.7,266
2016-07-30,0.00,17.3,9.6,289
2016-07-31,0.00,19.8,9.7,291
2016-08-01,0.30,25.9,7.5,320
2016-08-02,11.70,43.6,22.4,205
2016-08-03,6.70,58.0,25.6,187
2016-08-04,3.10,49.0,23.1,190
2016-08-05,0.80,39.6,16.2,211
2016-08-06,0.10,24.8,8.0,206
2016-08-07,0.20,18.7,5.8,228
2016-08-08,0.00,18.7,8.1,279
2016-08-09,0.00,24.8,11.9,347
2016-08-10,0.10,45.0,16.9,340
2016-08-11,0.00,41.0,19.8,270
2016-08-12,0.00,25.2,12.3,314
2016-08-13,0.00,28.8,12.1,275
2016-08-14,0.00,25.9,8.5,242
2016-08-15,0.00,23.4,12.8,6
2016-08-16,0.00,21.2,11.5,1
2016-08-17,0.00,25.9,9.4,309
2016-08-18,0.00,24.5,12.3,360
2016-08-19,0.00,53.3,20.9,347
2016-08-20,0.40,49.7,22.2,283
2016-08-21,0.00,20.5,11.0,305
2016-08-22,3.00,12.6,8.9,279
2016-08-23,0.00,40.3,15.5,210
2016-08-24,31.40,48.6,22.4,185
2016-08-25,6.80,45.4,21.1,239
2016-08-26,0.00,34.9,13.4,216
2016-08-27,0.00,21.2,9.7,289
2016-08-28,0.00,23.0,7.9,277
2016-08-29,0.00,18.0,8.0,331
2016-08-30,0.00,28.4,14.0,25
2016-08-31,5.50,44.6,18.3,345
2016-09-01,1.50,29.5,12.8,3
2016-09-02,22.00,17.3,17.2,351
2016-09-03,1.80,76.3,33.9,302
2016-09-04,0.00,32.8,11.2,268
2016-09-05,0.00,21.6,10.2,346
2016-09-06,0.00,24.8,11.5,27
2016-09-07,0.00,27.7,12.4,125
2016-09-08,0.00,34.6,16.9,33
2016-09-09,0.00,42.5,17.7,28
2016-09-10,4.10,61.9,21.0,315
2016-09-11,0.00,27.0,13.0,228
2016-09-12,0.00,33.1,15.8,148
2016-09-13,1.20,23.4,13.6,179
2016-09-14,6.10,40.3,17.8,344
2016-09-15,0.00,59.0,28.6,305
2016-09-16,0.20,38.9,17.4,273
2016-09-17,0.00,34.6,14.1,19
2016-09-18,11.10,35.3,7.9,323
2016-09-19,0.00,46.1,20.7,255
2016-09-20,0.00,29.2,12.4,27
2016-09-21,7.20,34.2,12.3,350
2016-09-22,0.10,47.9,23.8,261
2016-09-23,0.00,55.8,25.6,213
2016-09-24,0.00,28.4,13.1,87
2016-09-25,3.90,40.3,14.2,240
2016-09-26,0.00,23.8,10.9,239
2016-09-27,0.50,54.4,27.1,275
2016-09-28,0.00,32.0,16.0,72
2016-09-29,4.90,46.1,24.7,347
2016-09-30,1.00,60.5,28.8,322
2016-10-01,0.00,60.8,30.0,296
2016-10-02,0.00,31.3,15.5,359
2016-10-03,1.20,56.2,27.7,315
2016-10-04,0.00,60.5,27.9,297
2016-10-05,0.00,52.2,24.6,269
2016-10-06,0.00,37.1,14.7,286
2016-10-07,0.00,45.4,15.8,301
2016-10-08,0.20,50.4,24.6,177
2016-10-09,0.00,40.3,20.7,42
2016-10-10,0.00,54.7,24.5,303
2016-10-11,0.50,52.2,20.5,250
2016-10-12,0.00,25.2,12.3,253
2016-10-13,0.00,54.4,22.7,184
2016-10-14,0.00,35.6,16.4,152
2016-10-15,0.00,33.1,15.5,356
2016-10-16,0.00,48.6,20.3,352
2016-10-17,2.80,54.0,20.5,302
2016-10-18,0.00,55.4,25.1,310
2016-10-19,0.00,41.4,19.1,219
2016-10-20,0.50,46.8,22.6,50
2016-10-21,2.80,38.5,18.1,0
2016-10-22,7.20,40.3,17.2,231
2016-10-23,0.00,51.5,21.5,207
2016-10-24,0.00,40.7,17.5,176
2016-10-25,0.00,23.8,8.7,333
2016-10-26,0.00,31.3,11.4,323
2016-10-27,1.00,48.6,21.6,154
2016-10-28,1.50,25.6,11.9,140
2016-10-29,1.90,45.0,19.5,57
2016-10-30,5.00,58.0,23.8,356
2016-10-31,0.00,33.5,15.4,230
2016-11-01,0.00,37.4,16.8,218
2016-11-02,0.00,34.2,15.1,52
2016-11-03,0.00,38.2,15.4,77
2016-11-04,0.00,29.5,13.0,293
2016-11-05,0.00,56.5,28.0,275
2016-11-06,0.00,39.6,16.8,290
2016-11-07,0.00,41.4,10.7,332
2016-11-08,0.00,38.9,19.7,143
2016-11-09,6.60,36.4,14.8,152
2016-11-10,0.60,33.8,14.9,104
2016-11-11,0.00,41.8,18.2,97
2016-11-12,11.50,49.3,19.2,331
2016-11-13,0.00,60.1,29.6,291
2016-11-14,2.20,48.2,21.7,226
2016-11-15,0.00,38.2,15.7,149
2016-11-16,0.00,38.5,17.9,141
2016-11-17,0.00,39.6,18.4,57
2016-11-18,0.00,33.5,16.1,20
2016-11-19,0.00,37.1,16.1,144
2016-11-20,0.00,38.9,15.0,73
2016-11-21,0.50,36.7,13.8,39
2016-11-22,0.00,39.6,18.3,39
2016-11-23,0.90,54.0,21.4,163
2016-11-24,0.00,43.2,18.3,184
2016-11-25,0.00,49.3,18.6,114
2016-11-26,0.00,43.9,19.9,79
2016-11-27,2.50,43.2,18.0,108
2016-11-28,0.00,38.9,17.8,49
2016-11-29,0.20,46.8,18.7,154
2016-11-30,0.00,38.9,17.7,66
2016-12-01,0.00,38.5,17.3,33
2016-12-02,0.00,46.8,19.7,249
2016-12-03,0.00,40.3,18.7,130
2016-12-04,0.00,41.0,18.3,70
2016-12-05,0.80,33.8,19.2,172
2016-12-06,8.80,35.6,16.2,166
2016-12-07,3.00,41.0,17.9,92
2016-12-08,0.10,45.0,17.1,10
2016-12-09,0.00,56.2,24.2,237
2016-12-10,0.90,45.7,20.7,77
2016-12-11,0.10,41.0,18.7,79
2016-12-12,0.20,41.8,19.3,56
2016-12-13,0.00,47.9,17.1,318
2016-12-14,2.10,58.3,27.2,291
2016-12-15,7.70,36.0,19.2,144
2016-12-16,23.40,38.9,10.7,166
2016-12-17,0.00,57.2,28.6,277
2016-12-18,1.80,58.7,23.0,149
2016-12-19,0.70,42.8,21.2,56
2016-12-20,0.00,41.8,13.1,349
2016-12-21,0.10,53.6,21.9,137
2016-12-22,0.30,31.7,15.3,83
2016-12-23,0.00,43.9,20.9,49
2016-12-24,0.10,32.0,14.3,64
2016-12-25,0.60,45.7,20.9,53
2016-12-26,0.00,43.9,20.6,39
2016-12-27,0.00,33.5,15.1,97
2016-12-28,0.00,47.2,20.1,51
2016-12-29,0.00,33.8,15.5,355
2016-12-30,0.10,46.1,19.0,328
2016-12-31,0.10,47.2,19.9,136
2017-01-01,1.00,32.8,14.9,72
2017-01-02,2.20,59.0,28.8,171
2017-01-03,3.90,61.6,28.5,171
2017-01-04,2.20,39.6,17.3,118
2017-01-05,1.70,34.2,15.3,72
2017-01-06,0.40,41.4,18.9,73
2017-01-07,1.20,48.2,23.7,56
2017-01-08,0.00,55.4,27.5,33
2017-01-09,0.00,38.5,18.1,68
2017-01-10,0.10,33.5,16.3,42
2017-01-11,0.00,76.0,32.9,196
2017-01-12,0.80,42.1,19.5,116
2017-01-13,0.00,59.0,28.8,33
2017-01-14,0.40,46.4,21.0,146
2017-01-15,2.20,43.6,19.6,100
2017-01-16,0.00,56.9,28.0,37
2017-01-17,0.00,43.2,23.4,20
2017-01-18,0.00,68.8,32.8,181
2017-01-19,0.90,41.0,20.3,85
2017-01-20,19.30,62.6,32.5,353
2017-01-21,0.20,58.3,30.9,174
2017-01-22,0.00,50.4,25.3,67
2017-01-23,0.00,58.0,31.0,32
2017-01-24,1.40,69.1,26.8,253
2017-01-25,6.80,37.8,17.0,148
2017-01-26,0.00,37.8,16.9,170
2017-01-27,0.10,37.4,18.6,136
2017-01-28,0.00,45.0,21.9,29
2017-01-29,0.00,44.3,19.2,148
2017-01-30,0.00,45.0,22.8,25
2017-01-31,0.00,66.2,30.0,189
2017-02-01,1.30,37.1,18.4,154
2017-02-02,3.40,56.5,24.8,158
2017-02-03,0.50,36.0,16.8,61
2017-02-04,0.50,36.0,17.3,55
2017-02-05,0.10,41.4,20.9,5
2017-02-06,0.50,55.4,28.5,174
2017-02-07,14.30,64.1,27.8,180
2017-02-08,3.70,51.5,25.0,86
2017-02-09,0.00,52.9,26.6,30
2017-02-10,0.00,43.2,19.6,64
2017-02-11,0.00,60.5,28.8,128
2017-02-12,0.60,70.9,35.3,175
2017-02-13,0.30,42.8,19.5,159
2017-02-14,13.20,53.6,26.5,138
2017-02-15,1.00,43.9,21.6,56
2017-02-16,0.00,46.4,24.4,32
2017-02-17,4.90,56.9,26.3,14
2017-02-18,29.60,48.2,21.8,164
2017-02-19,6.70,43.2,22.0,196
2017-02-20,0.00,45.0,21.4,273
2017-02-21,0.20,45.0,22.3,64
2017-02-22,0.00,56.2,28.6,36
2017-02-23,0.00,47.5,24.2,30
2017-02-24,0.70,37.8,17.1,151
2017-02-25,9.70,55.4,28.9,167
2017-02-26,16.90,51.1,24.8,157
2017-02-27,4.60,47.9,22.2,140
2017-02-28,6.70,40.0,17.3,100
2017-03-01,10.60,33.8,15.0,132
2017-03-02,5.50,29.5,13.1,114
2017-03-03,15.10,44.6,21.8,151
2017-03-04,8.00,65.9,33.5,178
2017-03-05,6.80,54.7,26.5,226
2017-03-06,0.40,77.0,37.3,203
2017-03-07,4.10,64.1,30.7,188
2017-03-08,3.70,45.7,21.3,156
2017-03-09,1.10,45.7,20.8,168
2017-03-10,0.00,53.3,26.4,195
2017-03-11,0.00,34.9,15.0,193
2017-03-12,0.00,49.7,26.3,32
2017-03-13,20.40,45.0,22.0,76
2017-03-14,50.80,43.9,20.2,83
2017-03-15,10.40,55.1,26.3,65
2017-03-16,21.60,68.0,35.9,60
2017-03-17,9.70,87.1,43.3,192
2017-03-18,19.90,61.6,30.6,129
2017-03-19,9.30,54.7,27.4,67
2017-03-20,0.50,42.1,20.7,34
2017-03-21,2.00,36.7,15.9,27
2017-03-22,7.00,42.1,21.3,210
2017-03-23,6.10,48.2,25.2,188
2017-03-24,3.50,42.8,20.2,155
2017-03-25,0.00,36.4,17.6,32
2017-03-26,0.10,32.8,15.3,43
2017-03-27,0.00,45.0,22.8,24
2017-03-28,0.00,51.8,27.1,182
2017-03-29,0.00,38.5,20.1,11
2017-03-30,25.30,79.2,40.6,191
2017-03-31,0.50,63.0,31.5,193
2017-04-01,0.20,36.7,19.3,192
2017-04-02,3.10,54.4,28.1,179
2017-04-03,26.30,47.2,23.9,182
2017-04-04,21.30,43.9,20.9,160
2017-04-05,0.20,36.0,16.7,139
2017-04-06,0.50,22.3,10.0,84
2017-04-07,0.00,30.6,14.7,67
2017-04-08,0.10,37.1,17.7,11
2017-04-09,3.20,59.0,28.3,325
2017-04-10,1.10,60.8,30.3,284
2017-04-11,2.60,55.1,29.3,218
2017-04-12,5.00,49.3,24.5,195
2017-04-13,1.20,42.1,20.3,202
2017-04-14,0.00,30.2,14.0,243
2017-04-15,0.80,34.6,14.1,157
2017-04-16,0.00,29.9,16.0,248
2017-04-17,0.70,26.6,12.4,187
2017-04-18,0.40,28.8,13.1,131
2017-04-19,5.20,33.5,15.7,148
2017-04-20,1.10,34.2,16.6,28
2017-04-21,0.50,27.7,13.1,10
2017-04-22,0.00,29.5,14.3,11
2017-04-23,0.90,24.1,10.6,239
2017-04-24,0.70,28.1,13.1,350
2017-04-25,1.50,52.2,19.7,346
2017-04-26,0.10,55.8,24.1,281
2017-04-27,0.40,46.8,22.5,225
2017-04-28,0.00,44.3,22.4,225
2017-04-29,0.00,36.4,17.3,250
2017-04-30,0.00,31.0,13.5,215
2017-05-01,0.00,31.7,16.8,326
2017-05-02,0.00,40.3,22.4,246
2017-05-03,2.60,47.5,23.6,179
2017-05-04,0.10,24.8,11.7,120
2017-05-05,0.20,31.7,15.3,350
2017-05-06,0.00,29.9,14.5,334
2017-05-07,0.00,53.3,26.9,250
2017-05-08,0.20,38.5,17.7,221
2017-05-09,0.20,40.7,19.2,204
2017-05-10,0.00,28.1,13.7,242
2017-05-11,0.00,39.2,18.6,233
2017-05-12,0.70,27.4,11.9,214
2017-05-13,0.90,28.8,13.7,353
2017-05-14,4.40,29.9,14.1,193
2017-05-15,0.50,49.3,20.5,216
2017-05-16,0.00,37.4,17.9,245
2017-05-17,0.00,25.9,12.2,324
2017-05-18,1.40,29.2,13.4,38
2017-05-19,10.50,40.7,21.0,41
2017-05-20,7.20,39.2,20.5,348
2017-05-21,0.00,27.7,13.0,234
2017-05-22,0.60,20.5,9.8,311
2017-05-23,0.00,26.6,13.3,3
2017-05-24,1.10,38.5,19.6,268
2017-05-25,0.00,28.1,15.0,274
2017-05-26,0.00,30.6,13.4,230
2017-05-27,0.10,23.4,12.3,326
2017-05-28,0.00,39.2,19.3,320
2017-05-29,0.00,51.1,25.4,269
2017-05-30,0.00,37.8,19.9,275
2017-05-31,0.00,52.2,26.7,219
2017-06-01,0.00,43.9,21.6,233
2017-06-02,0.00,48.6,24.7,223
2017-06-03,1.00,47.5,22.9,210
2017-06-04,0.70,27.7,12.6,227
2017-06-05,0.00,27.0,11.9,284
2017-06-06,4.40,54.0,23.8,253
2017-06-07,23.90,68.0,35.5,201
2017-06-08,7.30,46.8,23.5,186
2017-06-09,7.20,43.9,22.0,183
2017-06-10,15.10,36.0,18.3,156
2017-06-11,1.90,26.6,9.1,264
2017-06-12,0.00,28.8,13.6,243
2017-06-13,0.10,46.1,23.1,193
2017-06-14,0.70,23.4,12.0,228
2017-06-15,0.40,23.8,11.0,310
2017-06-16,0.20,23.4,11.2,225
2017-06-17,3.20,28.4,14.3,204
2017-06-18,1.30,61.2,30.4,203
2017-06-19,0.60,42.8,21.3,194
2017-06-20,2.70,23.0,11.6,215
2017-06-21,0.60,44.6,21.7,230
2017-06-22,0.00,23.8,12.3,258
2017-06-23,0.00,24.8,13.2,292
2017-06-24,0.00,36.7,17.6,270
2017-06-25,0.00,31.0,16.1,271
2017-06-26,0.00,33.5,14.8,271
2017-06-27,0.00,27.7,12.1,281
2017-06-28,1.30,22.0,10.2,285
2017-06-29,0.00,36.4,19.2,272
2017-06-30,0.00,41.4,22.2,238
2017-07-01,0.00,37.4,18.1,245
2017-07-02,0.00,25.6,12.5,302
2017-07-03,0.70,40.7,22.0,332
2017-07-04,0.00,39.2,21.4,334
2017-07-05,0.00,40.3,20.8,308
2017-07-06,0.00,33.1,14.1,285
2017-07-07,0.00,27.7,13.5,293
2017-07-08,0.00,26.6,14.1,284
2017-07-09,0.00,30.2,14.2,293
2017-07-10,0.00,32.8,15.4,268
2017-07-11,0.30,41.0,20.9,220
2017-07-12,7.00,41.4,20.4,205
2017-07-13,0.90,32.8,17.9,335
2017-07-14,0.10,29.9,14.3,324
2017-07-15,1.80,24.8,11.2,283
2017-07-16,0.00,26.3,13.1,301
2017-07-17,0.00,24.8,12.6,313
2017-07-18,0.00,50.8,26.6,315
2017-07-19,0.10,58.7,28.8,267
2017-07-20,0.00,60.5,31.1,257
2017-07-21,0.00,43.6,21.6,239
2017-07-22,0.00,27.4,14.9,293
2017-07-23,0.00,40.0,21.2,308
2017-07-24,0.00,43.2,18.2,267
2017-07-25,0.00,33.8,18.3,302
2017-07-26,0.00,58.7,28.8,277
2017-07-27,0.00,37.1,18.7,309
2017-07-28,2.00,60.5,29.6,280
2017-07-29,0.00,27.7,14.8,305
2017-07-30,0.10,49.0,25.3,331
2017-07-31,14.20,42.8,22.7,247
2017-08-01,0.00,50.0,25.2,226
2017-08-02,0.00,43.6,21.7,221
2017-08-03,9.90,37.8,19.1,1
2017-08-04,0.00,55.1,26.5,307
2017-08-05,0.00,45.7,22.5,312
2017-08-06,0.00,52.2,26.8,341
2017-08-07,0.00,62.3,31.4,308
2017-08-08,0.00,50.0,24.9,263
2017-08-09,0.00,43.6,22.8,270
2017-08-10,0.00,35.3,18.3,317
2017-08-11,0.00,37.8,19.6,298
2017-08-12,0.00,41.4,16.3,282
2017-08-13,0.00,43.9,17.3,262
2017-08-14,0.00,27.0,12.9,296
2017-08-15,1.00,43.9,20.8,344
2017-08-16,0.00,63.0,31.6,303
2017-08-17,0.00,50.8,25.5,311
2017-08-18,0.00,94.0,47.5,270
2017-08-19,0.00,63.7,32.8,222
2017-08-20,0.20,48.2,22.5,211
2017-08-21,2.10,26.3,14.3,314
2017-08-22,0.00,32.8,14.3,275
2017-08-23,0.70,31.0,15.2,358
2017-08-24,0.50,64.8,32.4,202
2017-08-25,0.50,56.5,27.8,197
2017-08-26,0.00,33.1,14.9,304
2017-08-27,1.30,61.6,26.8,241
2017-08-28,0.00,64.4,31.7,209
2017-08-29,0.30,32.0,13.3,283
2017-08-30,0.00,46.4,24.3,211
2017-08-31,0.00,63.4,31.1,204
2017-09-01,0.00,40.3,18.3,216
2017-09-02,0.00,32.4,15.3,352
2017-09-03,0.00,47.2,22.7,332
2017-09-04,0.00,56.9,27.7,289
2017-09-05,0.00,56.2,27.0,302
2017-09-06,0.00,51.8,26.4,283
2017-09-07,0.00,59.4,29.3,271
2017-09-08,0.00,61.6,30.2,263
2017-09-09,0.00,48.6,24.8,222
2017-09-10,0.00,38.9,16.9,197
2017-09-11,0.00,32.8,16.8,336
2017-09-12,0.00,28.4,13.1,325
2017-09-13,0.00,56.2,28.4,310
2017-09-14,5.30,69.8,32.5,253
2017-09-15,0.00,59.4,29.6,271
2017-09-16,0.20,60.5,29.5,258
2017-09-17,0.00,37.1,15.6,230
2017-09-18,0.00,43.6,21.0,9
2017-09-19,0.00,60.8,27.1,265
2017-09-20,0.10,36.0,15.6,337
2017-09-21,0.00,41.0,22.0,20
2017-09-22,0.00,40.7,22.3,5
2017-09-23,0.00,49.0,25.6,355
2017-09-24,0.00,59.0,30.3,292
2017-09-25,0.00,60.1,30.0,283
2017-09-26,0.00,45.4,20.5,169
2017-09-27,0.00,57.2,29.1,37
2017-09-28,0.00,53.3,26.1,284
2017-09-29,0.00,41.0,20.3,276
2017-09-30,0.00,53.6,26.3,255
2017-10-01,0.00,43.2,20.1,32
2017-10-02,0.50,47.5,24.2,58
2017-10-03,0.70,47.5,22.8,26
2017-10-04,0.00,40.0,20.2,169
2017-10-05,0.00,43.2,21.2,35
2017-10-06,0.10,49.3,24.7,187
2017-10-07,0.00,46.1,23.3,178
2017-10-08,1.00,35.3,16.8,16
2017-10-09,0.20,61.9,30.4,238
2017-10-10,0.60,47.2,21.3,102
2017-10-11,1.50,47.2,23.7,39
2017-10-12,0.90,51.8,24.2,247
2017-10-13,0.20,47.9,23.4,52
2017-10-14,1.60,59.4,29.5,150
2017-10-15,0.10,37.1,16.4,101
2017-10-16,0.10,37.1,16.2,74
2017-10-17,0.00,49.7,24.1,43
2017-10-18,0.20,59.8,28.6,41
2017-10-19,0.00,55.8,27.3,28
2017-10-20,15.60,57.6,29.8,177
2017-10-21,0.50,51.8,26.3,177
